GRIN_accessionID,GRIN_ACCESSION,GRIN_PLANT_NAME,GRIN_TAXONOMY,GRIN_GENEBANK,GRIN_ORIGIN,GRIN_DbID,passQC,missingness_rate,Vv_ancestry_pct,NA1_ancestry_pct,NA2_ancestry_pct,Mus_ancestry_pct,EA_ancestry_pct,vivc_prime_name,vivc_number,vivc_country_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,vivc_pedigree_confirmed,match_methods,n_confirming_methods,origin_crossval,species_crossval,ambiguous_flag
DVIT_654,DVIT 654,Bermestia Bianca,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007818.0,True,0.2,100.0,0.0,0.0,0.0,0.0,BERMESTIA BIANCA,1178,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_625,DVIT 625,ALICANTE BOUSCHET,Vitis vinifera L. subsp. vinifera ,,Italy,1007622.0,True,0.33,100.0,0.0,0.0,0.0,0.0,ALICANTE BOUSCHET 7,290,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,BOUSCHET PETIT,GARNACHA TINTA,,M5_fuzzy(r=0.944),1,MISMATCH,OK,False
DVIT_627,DVIT 627,Aligote,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007640.0,True,0.27,100.0,0.0,0.0,0.0,0.0,ALIGOTE,312,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_362,DVIT 362,Black Rose,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005597.0,True,0.44,100.0,0.0,0.0,0.0,0.0,BLACK ROSE,1407,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,DAMAS ROSE X BLACK MONUKKA,ALPHONSE LAVALLEE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_631,DVIT 631,Antibo,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007668.0,True,0.29,100.0,0.0,0.0,0.0,0.0,ANTIBO,497,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_633,DVIT 633,Aramon,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007683.0,True,0.29,100.0,0.0,0.0,0.0,0.0,ARAMON NOIR,544,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,OULIVEN,HEUNISCH WEISS,view,M2_alias,1,MISMATCH,OK,False
DVIT_634,DVIT 634,Alburla,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007693.0,True,0.1,100.0,0.0,0.0,0.0,0.0,AL BURLA,252,UKRAINE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,,M5_fuzzy(r=0.933),1,MISMATCH,OK,False
DVIT_6,DVIT 6,Amber,Vitis hybr.,DAV,"Missouri, United States",1000256.0,True,0.22,50.3,21.2,28.5,0.0,0.0,AMBER,412,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROSE,TAYLOR,?,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_54,DVIT 54,Etta,Vitis hybr.,DAV,"Missouri, United States",1001721.0,True,0.54,65.6,25.2,7.0,2.2,0.0,ETTA,3995,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,ELVIRA,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_542,DVIT 542,Uva Romano,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007021.0,True,0.37,100.0,0.0,0.0,0.0,0.0,UVA ROMANO,42308,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_543,DVIT 543,Van Der Laan,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007022.0,True,0.43,100.0,0.0,0.0,0.0,0.0,VAN DER LAAN,12886,NETHERLANDS,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_53,DVIT 53,Essex,Vitis hybr.,DAV,"Massachusetts, United States",1001694.0,True,0.21,30.3,17.7,52.0,0.0,0.0,ESSEX,3978,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CARTER,SCHIAVA GROSSA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_536,DVIT 536,Thomuscat,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1006973.0,True,0.38,100.0,0.0,0.0,0.0,0.0,THOMUSCAT,12425,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT OF ALEXANDRIA,SULTANINA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_55,DVIT 55,Extra,Vitis hybr.,DAV,"Missouri, United States",1001743.0,True,0.51,61.8,5.9,15.4,17.0,0.0,EXTRA,4021,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,BIG BERRY,TRIUMPH,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_579,DVIT 579,Julius Caesar,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007300.0,True,0.25,100.0,0.0,0.0,0.0,0.0,JULIUS CAESAR,5853,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,CHASSELAS ROUGE,CSABA GYOENGYE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_586,DVIT 586,Mamelon,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007353.0,True,0.37,100.0,0.0,0.0,0.0,0.0,MAMELON,7286,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHAPTAL,CHASSELAS,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_3700,DVIT 3700,Jales,Vitis hybr.,DAV,"California, United States",1911870.0,True,0.26,31.8,19.5,48.2,0.0,0.5,JALES,15359,BRAZIL,VITIS INTERSPECIFIC CROSSING,,MILLARDET ET GRASSET 101- 14,VITIS CARIBAEA DE CANDOLLE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_595,DVIT 595,Romania,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007420.0,True,0.33,100.0,0.0,0.0,0.0,0.0,ROMANINA,17263,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT OF ALEXANDRIA,SULTANINA,,M5_fuzzy(r=0.933),1,MISMATCH,OK,False
DVIT_553,DVIT 553,Verdal,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007101.0,True,0.4,100.0,0.0,0.0,0.0,0.0,VERDEAL,12945,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,,M5_fuzzy(r=0.923),1,,OK,False
DVIT_568,DVIT 568,Clotilde Prosperi,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007223.0,True,0.43,100.0,0.0,0.0,0.0,0.0,CLOTILDE PROSPERI,2718,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,AFUS ALI,ITALIA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_571,DVIT 571,DELIZIA DI VAPRIO,Vitis vinifera L. subsp. vinifera ,,Italy,1007248.0,True,0.16,100.0,0.0,0.0,0.0,0.0,DELIZIA DI VAPRIO,3510,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SICILIEN,MUSCAT OF ALEXANDRIA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_701,DVIT 701,Lambrusca di Alessandria,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008188.0,True,0.23,99.8,0.2,0.0,0.0,0.0,LAMBRUSCA DI ALESSANDRIA,6688,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CROVIN,NERETTO DI MARENGO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_699,DVIT 699,CORTESE,Vitis vinifera L. subsp. vinifera ,,Italy,1008171.0,True,0.26,100.0,0.0,0.0,0.0,0.0,CORTESE,2856,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_7,DVIT 7,Amber Queen,Vitis hybr.,DAV,"Massachusetts, United States",1000290.0,True,0.18,50.2,21.0,28.8,0.0,0.0,AMBER QUEEN,413,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,MARION,SCHIAVA GROSSA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_70,DVIT 70,Hidalgo,Vitis hybr.,DAV,"Texas, United States",1002089.0,True,0.27,24.2,25.1,49.9,0.8,0.0,HIDALGO,5388,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,DELAGO,BRILLIANT,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_360,DVIT 360,Black Morocco,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005581.0,True,0.33,100.0,0.0,0.0,0.0,0.0,BLACK MOROCCO,3402,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_700,DVIT 700,Barbara,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008181.0,True,0.18,100.0,0.0,0.0,0.0,0.0,BARBARA,968,UNITED STATES OF AMERICA,,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,,False
DVIT_709,DVIT 709,Durif,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008251.0,True,0.17,0.2,42.7,49.9,0.0,7.3,DURIF,3738,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,SYRAH,PELOURSIN NOIR,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_698,DVIT 698,Cornifesto,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008163.0,True,0.2,100.0,0.0,0.0,0.0,0.0,CORNIFESTO,2846,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CAYETANA BLANCA,ALFROCHEIRO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_691,DVIT 691,Chenin blanc,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008110.0,True,0.27,100.0,0.0,0.0,0.0,0.0,CHENIN BLANC,2527,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SAVAGNIN BLANC,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_695,DVIT 695,Colombard,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008139.0,True,0.26,99.7,0.3,0.0,0.0,0.0,COLOMBARD,2771,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,CHENIN,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_71,DVIT 71,Honey Dew,Vitis labrusca L. ,DAV,"California, United States",1002112.0,True,0.3,32.0,2.5,65.6,0.0,0.0,HONEY DEW,5415,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,CONCORD,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_719,DVIT 719,Fernao Pires,Vitis vinifera L. subsp. vinifera ,DAV,Portugal,1008336.0,True,0.11,100.0,0.0,0.0,0.0,0.0,FERNAO PIRES,4100,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MALVASIA FINA,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_72,DVIT 72,Hopkins,Vitis hybr.,DAV,"Texas, United States",1002132.0,True,0.24,50.0,0.0,50.0,0.0,0.0,HOPKINS,5422,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,TEN DOLLAR PRIZE,CYNTHIANA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_720,DVIT 720,Flora,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008344.0,True,0.37,100.0,0.0,0.0,0.0,0.0,FLORA,4146,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,VITIS LABRUSCA LINNE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_723,DVIT 723,Folle Blanche,Vitis vinifera L. subsp. vinifera ,DAV,France,1008365.0,True,0.19,100.0,0.0,0.0,0.0,0.0,FOLLE BLANCHE,4183,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_724,DVIT 724,Folle Blanche,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008371.0,True,0.16,100.0,0.0,0.0,0.0,0.0,FOLLE BLANCHE,4183,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_716,DVIT 716,Favorita Segaria,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008312.0,True,0.26,100.0,0.0,0.0,0.0,0.0,FAVORITA SEGARIA,4064,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_712,DVIT 712,Emerald Riesling,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008275.0,True,0.24,100.0,0.0,0.0,0.0,0.0,EMERALD RIESLING,3894,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MALVASIA AROMATICA DI PARMA,GARNACHA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_715,DVIT 715,EZERJO,Vitis vinifera L. subsp. vinifera ,,Hungary,1008305.0,True,0.32,100.0,0.0,0.0,0.0,0.0,EZERJO,4027,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_69,DVIT 69,Hicks,Vitis labrusca L. ,DAV,"Missouri, United States",1002067.0,True,0.23,29.6,0.1,70.1,0.0,0.2,HICKS,5387,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_669,DVIT 669,Chatus,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007935.0,True,0.32,99.9,0.1,0.0,0.0,0.0,CHATUS,22650,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_670,DVIT 670,Bombino Bianco,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007942.0,True,0.28,100.0,0.0,0.0,0.0,0.0,BOMBINO BIANCO,1533,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_664,DVIT 664,Boal Branco,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007898.0,True,0.29,100.0,0.0,0.0,0.0,0.0,BOAL BRANCO,1478,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MALVASIA FINA,DEDO DE DAMA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_657,DVIT 657,BERZAMINO,Vitis vinifera L. subsp. vinifera ,,Italy,1007839.0,True,0.23,100.0,0.0,0.0,0.0,0.0,BERZAMINO,24422,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,REFOSCO NOSTRANO,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_658,DVIT 658,Cinsaut,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1007849.0,True,0.2,100.0,0.0,0.0,0.0,0.0,CINSAUT,2672,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_659,DVIT 659,Meslier Saint Francois,Vitis vinifera L. subsp. vinifera ,DAV,Germany,1007857.0,True,0.14,100.0,0.0,0.0,0.0,0.0,MESLIER SAINT FRANCOIS,7677,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,CHENIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_66,DVIT 66,Hayes,Vitis labrusca L. ,DAV,"Massachusetts, United States",1002005.0,True,0.25,29.0,0.3,70.6,0.0,0.0,HAYES,5332,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,BLANC,CONCORD,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_682,DVIT 682,Carvalheira,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008041.0,True,0.23,100.0,0.0,0.0,0.0,0.0,CARVALHEIRA,2135,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_683,DVIT 683,Castelao,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008051.0,True,0.23,100.0,0.0,0.0,0.0,0.0,CASTELAO,2324,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CAYETANA BLANCA,ALFROCHEIRO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_504,DVIT 504,Rish Baba,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1006773.0,True,0.2,79.7,17.1,3.3,0.0,0.0,RISH BABA,16446,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_685,DVIT 685,Charas,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008067.0,True,0.25,100.0,0.0,0.0,0.0,0.0,CHARAS,2451,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_687,DVIT 687,Chardonnay,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008084.0,True,0.34,100.0,0.0,0.0,0.0,0.0,CHARDONNAY BLANC,2455,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M2_alias,1,MISMATCH,OK,False
DVIT_688,DVIT 688,Chardonnay,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008090.0,True,0.19,100.0,0.0,0.0,0.0,0.0,CHARDONNAY BLANC,2455,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M2_alias,1,MISMATCH,OK,False
DVIT_675,DVIT 675,Cabernet Franc,Vitis vinifera L. subsp. vinifera ,DAV,France,1007986.0,True,0.27,100.0,0.0,0.0,0.0,0.0,CABERNET FRANC,1927,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_676,DVIT 676,CABERNET FRANC,Vitis vinifera L. subsp. vinifera ,,,1007994.0,True,0.25,100.0,0.0,0.0,0.0,0.0,CABERNET FRANC,1927,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_677,DVIT 677,Cabernet Sauvignon,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008004.0,True,0.19,100.0,0.0,0.0,0.0,0.0,CABERNET SAUVIGNON,1929,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CABERNET FRANC,SAUVIGNON BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_678,DVIT 678,Calzin,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008009.0,True,0.23,100.0,0.0,0.0,0.0,0.0,CALZIN,2013,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,PRIMITIVO,MONDEUSE NOIRE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_679,DVIT 679,Canaiolo Nero,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1008020.0,True,0.24,100.0,0.0,0.0,0.0,0.0,CANAIOLO NERO,2037,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_68,DVIT 68,Hernito,Vitis hybr.,DAV,"Texas, United States",1002047.0,True,0.26,44.5,1.7,53.6,0.2,0.0,HERNITO,5363,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,HERBERT,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_370,DVIT 370,Cardinal,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005676.0,True,0.41,81.8,17.4,0.6,0.0,0.2,CARDINAL,2091,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,ALPHONSE LAVALLEE,KOENIGIN DER WEINGAERTEN,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_867,DVIT 867,Nebbiolo,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009507.0,True,0.11,100.0,0.0,0.0,0.0,0.0,NEBBIOLO,8417,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_861,DVIT 861,Muscat Ottonel,Vitis vinifera L. subsp. vinifera ,DAV,Austria,1009448.0,True,0.32,100.0,0.0,0.0,0.0,0.0,MUSCAT OTTONEL,8243,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,INGRAM'S MUSCAT,CHASSELAS BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_396,DVIT 396,Emperor,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005927.0,True,0.11,100.0,0.0,0.0,0.0,0.0,EMPEROR,3904,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,?,BEBA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_865,DVIT 865,Naboda,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009485.0,True,0.17,100.0,0.0,0.0,0.0,0.0,NABODA,8321,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_3661,DVIT 3661,Karga Dili,Vitis vinifera L. ,DAV,Turkmenistan,1863546.0,True,0.38,99.9,0.0,0.1,0.0,0.0,KARGA DILI,5993,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_887,DVIT 887,Pe-agudo,Vitis vinifera L. subsp. vinifera ,DAV,Portugal,1009688.0,True,0.36,100.0,0.0,0.0,0.0,0.0,PEAGUDO,9066,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M5_fuzzy(r=0.933),1,OK,OK,False
DVIT_868,DVIT 868,Nebbiolo Bougu,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009517.0,True,0.34,100.0,0.0,0.0,0.0,0.0,NEBBIOLO BOURGU,41337,,,,,,,M5_fuzzy(r=0.966),1,,,False
DVIT_879,DVIT 879,Orange Muscat,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009617.0,True,0.16,100.0,0.0,0.0,0.0,0.0,ORANGE MUSCAT,25848,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_394,DVIT 394,Early Muscat,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005903.0,True,0.12,100.0,0.0,0.0,0.0,0.0,EARLY MUSCAT,3801,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT HAMBURG,KOENIGIN DER WEINGAERTEN,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
