vivc_prime_name,vivc_no,vivc_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,in_passport,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,n_sources,name_in_marker_support,name_in_vivc_confirmed,name_in_constantini_2026,name_in_myles_2011,name_in_lacombe_2013,name_in_oliveira_2020,name_in_lac_emanuelli_2020,name_in_laucou_2018,name_in_liang_2019,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id,grin_match_methods,is_alias,aliases,in_alias_map,passport_candidate
SHADIPUR LOCAL III,16785,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAFEI CHERNYI,22153,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAFEI ROZOVYI,17274,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAGENI,11688,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAH ANGARI,22154,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHANGYUL,22155,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHANI,16138,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHARIT,11689,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHRIAR SIAH,13836,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHROUDI ASL,24019,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAHUMYANI,27004,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKAR ANGUR,41251,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKAR ANGUR FERGANSKII,11690,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKAR ANGUR SAMARKANDSKII,11691,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKAR ANGUR URGUTSZKII,17792,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKAR OBAK,11693,TAJIKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKARAK,11694,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKARBURA,11695,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKARENI,11696,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKH SHAKHI,23315,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKHANI,23473,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKHTAKHTY,16542,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAKHTERSKII,11698,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHALA,11700,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,BEACON,AMERICA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHALIAN DROMSKII,11701,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHALIQ,41774,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHALISTIN,22609,AUSTRALIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAMAKHY HADIYESI,24678,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAMI,27835,LEBANON,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,GRIS,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAMPANCHIK,11705,RUSSIAN FEDERATION,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAMPANCHIK KONSTANTINOVSKII,11704,RUSSIAN FEDERATION,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAMPANSKII TSIMLYANSKI 2,11706,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAN PUTAO,11707,CHINA,VITIS AMURENSIS RUPRECHT,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANDO KHARI,26418,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANDONG ZAOHONG,15987,CHINA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,MUSCAT HAMBURG,KOENIGIN DER WEINGAERTEN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANDONGDAZI,26322,CHINA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANG 24,25863,CHINA,VITIS PENTAGONA DIELS ET GILG,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANGNAN 1 FEMALE,26512,CHINA,VITIS PSEUDORETICULATA WANG,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANGNAN 1 MALE,26513,CHINA,VITIS PSEUDORETICULATA WANG,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANGNAN 2,26514,CHINA,VITIS PSEUDORETICULATA WANG,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANI,11708,ISRAEL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,DABOUKI,CARDINAL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANMEIGUI,15977,CHINA,VITIS INTERSPECIFIC CROSSING,,MUSCAT HAMBURG,VITIS AMURENSIS RUPRECHT,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANNON,26824,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,ELMER SWENSON 5- 14,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANPUTAO 0933,25924,CHINA,VITIS AMURENSIS RUPRECHT,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANPUTAO N43-3,25925,CHINA,VITIS AMURENSIS RUPRECHT,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHANPUTAO N44-2-N,25896,CHINA,VITIS AMURENSIS RUPRECHT,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHARABI (4N),15651,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHARON,11709,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,EUMELAN,ADIRONDAC O.P.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAROVOI,14646,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,ANGUR KALAN,AFUS ALI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHARP BEAK,11710,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RUPESTRIS SCHEELE,ELVIRA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHARSHAUZ KARA,11711,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHASLA MICHURINA,11712,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHASLA RAMMINGA,11713,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS INTERSPECIFIC CROSSING,BLANC,AMURENSIS X LANGO RANNII) X LABRUSCA A,CHASSELAS MUSQUE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHASLA SEVERNAYA,11714,RUSSIAN FEDERATION,VITIS INTERSPECIFIC CROSSING,ROSE,SEVERNYI,CHASSELAS ROSE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAUMAN,15249,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVI KURDZENI,11717,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVKAPITO,11718,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,GABASHA,RECONSTRUCTED GENOTYPE 51 (GEORGIA),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVKURDZENA,22156,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVOAH,11719,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVRANY,11720,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVSHURA,11722,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVTKHILA,11723,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,BERDAVANI SIRUNIK,?,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAVTSITSKA,11721,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAYAN,27519,RUSSIAN FEDERATION,VITIS INTERSPECIFIC CROSSING,BLANC,CHAMBOURCIN,YANGI ER,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHCHEDRYI,11724,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHCHESHCHI BELYI,11725,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHCHESHCHI CHERNYI,11726,,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 1,24918,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 10,24830,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 11,24831,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 12,24832,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 13,24833,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 14,24834,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,AUTUMN SEEDLESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 15,25491,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,BRICKEYS BEST,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 16,25489,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,R 5 V 38-44,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 17,24919,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 18,24920,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 2,24824,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 20,24903,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 21,25488,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 22,25490,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 24,25492,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 25,25757,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 26,25758,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 27,26779,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,VERY EARLY FLAME,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 3,24825,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 4,24826,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RED GLOBE,AUTUMN SEEDLESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 5,24827,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHEEGENE 6,24828,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,RED GLOBE,PRINCESS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
