vivc_prime_name,vivc_no,vivc_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,in_passport,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,n_sources,name_in_marker_support,name_in_vivc_confirmed,name_in_constantini_2026,name_in_myles_2011,name_in_lacombe_2013,name_in_oliveira_2020,name_in_lac_emanuelli_2020,name_in_laucou_2018,name_in_liang_2019,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id,grin_match_methods,is_alias,aliases,in_alias_map,passport_candidate
SEYANETS 979/2,22270,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,ARAKSENI BELYI,SLADKII CHERNYI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYANETS S 128,22271,ARMENIA,VITIS INTERSPECIFIC CROSSING,,ICHKIMAR,YANVARSKII CHERNYI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYANETS SAFAILOVA 6,11553,RUSSIAN FEDERATION,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYANETS SHASLA,11554,RUSSIAN FEDERATION,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,CHASSELAS ROSE,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYH,11555,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYID AMIRI,22146,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYIL BEYAZI,11556,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYREK SIKCA,11557,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 1- 292,20290,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,RAYON D'OR,BERTILLE SEYVE 450,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 279,20281,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,RAYON D'OR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 300,11569,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SEIBEL 5813,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 319,11570,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 323,20289,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SEIBEL 5813,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 355,20282,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 367,20283,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 396,20284,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 407,20285,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 423,20286,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 10- 429,20287,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 132,11574,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 185,11575,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 267,11577,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 268,11578,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 328,11584,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 358 X ALEXANDRIA 17,42149,,,BLANC,SEYVE VILLARD 12- 358,ALEXANDRIA 17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 364,11590,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 6468,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 379,11591,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 395,11594,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,SUBEREUX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 426,11599,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6740,SEIBEL 6288,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 474,11602,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 534,23365,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 622,11603,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 734,11604,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SUBEREUX,SEIBEL 6288,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 789,11605,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SUBEREUX,SEIBEL 6740,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 12- 789 (NON IDENTIFIED),42355,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 13- 359,11606,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 8134,SEIBEL 6468,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 13- 359 (NON IDENTIFIED),42361,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 270,11607,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 6468,SEIBEL 6840,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 281,11608,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 6468,SEIBEL 6840,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 281 (NON IDENTIFIED),42373,FRANCE,VITIS INTERSPECIFIC CROSSING,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 287,11609,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 6746,MUSCAT DU MOULIN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 472,11600,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 14- 472 (NON IDENTIFIED),42425,,,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 15- 178,11612,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 15- 403,11613,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 8214,SEIBEL 6906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 235,20293,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,FARELIA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 304,11617,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 375,15669,FRANCE,VITIS INTERSPECIFIC CROSSING,,VILLARD BLANC,CHANCELLOR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 402,11619,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 7162,SEYVE VILLARD 12- 308,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 422,11620,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 18- 425,11621,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 159,11623,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 8916,SEYVE VILLARD 6- 300,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 228,16726,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 8916,SEIBEL 6468,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 233,11624,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 8916,SEIBEL 6468,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 275,11626,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 406,20291,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEYVAL NOIR,SEIBEL 8916,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 409,11627,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEYVAL NOIR,SEIBEL 8916,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 420,20292,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEYVAL NOIR,SEIBEL 8916,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 421,11629,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEYVAL NOIR,SEIBEL 8916,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 428,11630,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 19- 439,11631,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 22- 228,11634,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 22- 25,11633,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 118,11637,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 251,11638,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 356,11641,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 359,11642,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 36,11636,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 400,11644,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 502,11648,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 504,11649,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 510,11650,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 519,11652,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 545,11653,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 23- 898,11655,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 24- 282,11656,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 24- 418,11657,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 24- 535,11658,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 26- 166,11659,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 27- 91,11660,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 3- 160,11562,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5163,SEIBEL 2049,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 3- 54,11561,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 30- 56,11664,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 31- 358,11665,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 36- 152,11667,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,VILLARD BLANC,VILLARD NOIR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 39- 229,11668,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 39- 997,20490,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 41- 471,11671,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 43- 438,11672,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 45- 440,11673,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 46- 147,11674,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 46- 215,11675,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 46- 475,20489,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 6- 300,19480,FRANCE,VITIS INTERSPECIFIC CROSSING,,COLONEL,RAYON D'OR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 61- 393,11677,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 7- 111,11566,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5410,COUDERC 3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 7- 135,11567,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEYVE VILLARD 7- 216,20288,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 5410,COUDERC 3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SEZAO,22984,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SFAGHESINA,42228,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SFAXI,27529,TUNISIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SFAXI 96,22970,TUNISIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SFICHTARIA,40272,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SGAVETTA,11678,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,COCCALONA NERA,?,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SGIGARDA KRUPNOPLODNAYA,11679,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SGUIRBU,21560,RUSSIAN FEDERATION,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAANGYUL,11680,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAANI AKDZHAKSKII,14285,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHAANI CHERNYI KRUPNYI,22151,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABAGIL TSIBIL,11683,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABAN I,23821,ALBANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABAN II,23822,ALBANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABASH KRUPNOYAGODNYI,11686,UKRAINE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABI SPITAK,10430,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHABSKII CHERNYI,15660,UKRAINE,VITIS INTERSPECIFIC CROSSING,NOIR,VIR II-35-20,MATHIASZ JANOSNE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHADIPUR LOCAL I,16587,,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
SHADIPUR LOCAL II,16597,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
