vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
PEDRO XIMENES #,1,PEDRO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
PEDRO XIMÉNEZ,1,PEDRO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
PELOURSIN N,1,PELOURSIN NOIR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PERERA,1,PERERA GIALLA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PERIDAC,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PERLA DE CSABA,1,PERLA NERA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
PERLE VON CSABA,1,BELLE PERLE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PERLETTA,1,KATTA KURGAN X PERLETTA 15 42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PERSAN N,1,PERSAN DE LA SAVOIL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PETIT BOUSCHET X ARAMON N°4,1,BOUSCHET PETIT A FEUILLES LISSES X ARAMON NO 2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
PETIT BOUSCHET X ARAMON N°4 PETIT BOUSCHET,1,BOUSCHET PETIT A FEUILLES LISSES X ARAMON NO 2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PINOT MEUNIER OR PINOT TEINTURIER,1,PINOT MEUNIER DWARF,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO   15,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO   16,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO   93,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  159,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  166 A,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  188,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  190,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  235,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  315,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO  531,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO 108,1,PIROVANO 115,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO 2,1,PIROVANO 23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO 46A,1,PIROVANO 115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO 548 #,1,PIROVANO 115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
PIROVANO 59,1,PIROVANO 595,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIROVANO 60,1,PIROVANO 604,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PIZZUTELLO,1,PIZZUTELLO NERO,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
PIZZUTELLO BIANCO NO. 4,1,BENI PIZZUTELLO,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
PLAGVAC MALI,1,PLAVAC MALI SIVI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE BANYULS (RANUYÈRES) GIBI = HEBÉN,1,PLANT DE BANYULS,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE CERVERA  06  B  1,1,PLANT DE CERVERA 06 N 3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE CERVERA‐ 06‐B‐1 GIBI = HEBÉN,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE CHAUDEFONDS 53 GOUAIS BLANC = HEUNISCH WEISS (FARDEAU),1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE MAVAULT (GUIRAULT),1,PLANT DE MAVAULT,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
PLANT DE PEDEBERNADE  4,1,PLANT DE PEDEBERNADE 5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE QUEROL 98‐N‐2 (COLLECTION PLANT DE VIC 98‐N‐1 (COLLECTION PLANT DE VIC 98‐N‐4 (COLLECTION TORRES S.A.),1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE TUNISIE 22 (COLLECTION CARIGNAN,1,PLANT DE TUNISIE 22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE VIC 98-4,1,PLANT D'IMPERS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANT DE VIC 98-N-1,1,PLANT D'IMPERS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLANTA FINA DE PEDRALBA,1,PLANTA FINA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PLAVAI,1,PLAVAIE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PORTUGAL #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
PORTUGIESER,1,PORTUGIESER ROT,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRECOCE DE MALINGRE,1,MALINGRE PRECOCE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRIE BLANC,1,TEOULIER BLANC FEMELLE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRINCIPESSA DI PIEMONTE =,1,PRINCIPESSA DI PIEMONTE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRINCIPESSA DI PIEMONTE = MUSCAT D'ALEXANDRIE,1,PRINCIPESSA DI PIEMONTE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRIVLACKA BILINA,1,BILINA PRIVLACKA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
PRIÉ BLANC,1,TEOULIER BLANC FEMELLE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
PRIÉ ROUGE,1,ALIGOTE ROUGE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
PROSPERI  285,1,PROSPERI 16- 109,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Q 25-6,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
QUAGLIANO (BOUTEILLAN),1,QUAGLIANO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
QUAIARA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
QUEEN OF VINEYARD,1,MUSCAT GOLDEN QUEEN,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
QUEEN VICTORIA,1,CHASSELAS QUEEN VICTORIA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
QUIEBRATINAJAS,1,QUIEBRATINAJAS ROJO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
RABO D'OVELHA,1,RABO DE OVELHA DE COLARES,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
RAISINE,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RAJABI,1,RAJABI SIAH,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RAJABI SEFID,1,RAJABI GERMEZ,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RAMISHVILI 07,1,RAMISHVILI 15/18,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
RANNY MAGARATCHA = MAGARATCH MADELEINE ANGEVINE,1,MADELEINE ANGEVINE (4N),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RAVAZ),1,EARLY DAWN FAUX (COLLECTION RAVAZ),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RAZAKLIJA,1,RAZAKLIJA CRNA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
REBO = RIGOTTI 107‐3,1,REBO,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RED SULTANA,1,MOSS SULTANA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
REDGLOBE,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
REGENT #,1,REGENT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
REGINA,1,REGINA VIEI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
REGINA DEI VIGNETI,1,PINOT REGINA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RESSEGUIER 2,1,BERLANDIERI RESSEGUIER 5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RESSEGUIER N. 2,1,BERLANDIERI RESSEGUIER 5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RHAZAKI ROSA,1,RHAZAKI DE CRETE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
RIBOLLA,1,RIBOLLA R17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
RIESLANER = WÜRZBURG NI 11‐17 MÜLLER‐THURGAU,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIESLANER = WÜRZBURG NI 11‐17 SYLVANER,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIESLING HEILIGENSTEIN (COLLECTION RIESLING,1,RIESLING HEILIGENSTEIN,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIESLING MUSQUÉ (COLLECTION RIESLING,1,RIESLING HEILIGENSTEIN,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIESLING RENANO,1,RIESLING HEILIGENSTEIN,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIGOTTI  81- 6,1,RIGOTTI 102- 3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIGOTTI  95- 5,1,RIGOTTI 102- 3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIGOTTI  97- 2,1,RIGOTTI 102- 3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIMINÈSE,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
RIPÁRIA DO TRAVIÚ (106-8 MGT),1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
RIVAIRENC,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RIVAIRENC = ASPIRAN NOIR,1,ASPIRAN NOIR,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
ROCIA,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
RODRIAN),1,CALABRESERTRAUBE (COLLECTION RODRIAN),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROMEÏKO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
ROSA DEL PERU = BLACK PRINCE,1,ROSA DEL PERU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
ROSA DEL PERU = BLACK PRINCE MISSION = PAIS,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROSA MENA DI VACCA,1,ROSSOLINO ROSA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROSA MENNA DIVACCA,1,ROSSOLINO ROSA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROSSARA TOSCANA,1,ROSSARA TARDIVA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
ROTER VELTLINER,1,ROTER MILAN,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROUBINOY DE MAGARATCH = SAPERAVI,1,SAPERAVI BEZHASHVILIS,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROUGE DE DIOLLY,1,ALIGOTE ROUGE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ROYAL = ROJAL TINTA,1,ROJAL TINTA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
ROYAL VINEYARD (COLLECTION MUSCAT D'ALEXANDRIE,1,ROYAL VINEYARD,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUBINOVY MAGARACHA,1,CITRONNY MAGARACHA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUBINTRAUBE,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUBLIANDE,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUCHÉ,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
RUGGERI   225,1,RUGGERI 225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUGGERI   325,1,RUGGERI 225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUGGERI   333,1,RUGGERI 225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RULAENDER,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
RUZEVINA (JELASKA),1,RUZEVINA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
S. GIUSEPPE NERO,1,SAN GIUSEPPE NERO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
S.V. 12-375,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
S.V. 12375,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SABATÉ,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAINT-EMILION,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SALICETTE (COLLECTION PARC DE LA PRÉCOCE DE MALINGRE,1,SALICETTE (COLLECTION PARC DE LA TETE D'OR),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAMOURIAU,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAO ROQUE   496- 25,1,SAO ROQUE 496- 25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAO ROQUE 5010-   8,1,SAO ROQUE 5010- 8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SARFEHÉR,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SARY PANDASS,1,SARY GILYA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
SATURNO,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SAUTERNE BLANC (NAUGE),1,SAUTERNE BLANC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SAUTERNE BLANC (NAUGÉ),1,SAUTERNE BLANC,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
SAVAGIN = TRAMINER,1,TRAMINER GRIS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAVAGNIN =TRAMINER,1,SAVAGNIN BLANC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SAVAGNIN=TRAMINER,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SCHIAVA (ROSSARA),1,SCHIAVA GENTILE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SCHIRAS,1,SCHIRASTRAUBE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SCIACCARELLO = MAMMOLO,1,SCIACCARELLO ROSSO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
SEIBEL    57,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   110,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   149,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   428,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   437,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   600,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   626,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   867,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL   880,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL  6468,1,SEIBEL 6468,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL  867,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL  8718,1,SEIBEL 8718,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL  8724,1,SEIBEL 8724,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL 1000,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 10878,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 11342 #,1,SEIBEL 11342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 128,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 1394 #,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 4638,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 4646,1,SEIBEL 12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
SEIBEL 4986,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL 5213 #,1,SEIBEL 5213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 5279,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL 5409,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 60,1,SEIBEL 607,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 6086 #,1,SEIBEL 6086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 6905,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEIBEL 7502,1,SEIBEL 12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEIBEL 8357,1,SEIBEL 12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEINOR,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEKIREI,1,SEKIREI 6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
SELECT (OBTENTION ROUMANIE) BICANE,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEPTIMER = ALZEY 3952,1,SEPTIMER,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEVERNII,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEVERNYJ,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEVVAL,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEVYVE VILLARD 12286,1,SEYVE VILLARD 12- 379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYANETS S  484,1,SEYANETS 845/10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYVAL,1,SEYVAL NOIR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYVE VILLARD 12286,1,SEYVE VILLARD 12- 379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYVE VILLARD 18-307,1,SEYVE VILLARD 12- 379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYVE VILLARD 18-315,1,SEYVE VILLARD 12- 379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEYVE VILLARD 20347,1,SEYVE VILLARD 12- 379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SEYVE VILLARD 5276,1,SEYVE VILLARD 12- 379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SEÑÁ,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
SHIROKA MELNISHKA,1,MELNISHKA RANNA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SIEGERREBE = SCHEU 7957,1,SIEGERREBE (4N),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SIEGERREBE CREA,1,SIEGERREBE (4N),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SIGNURINA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SILCHER = WEINSBERG S377,1,SILCHER,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SILVANER  GRUEN,1,SILVANER GRUEN (4N),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SLARINA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SO 4,1,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
SO4 #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SOARES FRANCO),1,MOSCATEL SOARES FRANCO,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SOMARELLO,1,SOMARELLO NERO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SOROK LUET OKTYABRYA,1,SOROK LYET OKTYABRYA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SOUSÃO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
SOUZAO FAUX,1,ODJALECHI FAUX,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SPAETBURGUNDER,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SR 496-09,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 496-15 (DR. JÚLIO),1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 496-25,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 501-17,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 501-33,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 5010-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 5010-21,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 5012-34 (DONA EMÍLIA),1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 507-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
SR 507.38,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
ST.LAURENT,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ST.PIERRE DORE,1,SAINT PIERRE DORE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
STAPHIDAMPELO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
STAVROTO FAUX (COLLECTION LYKOVRISSI),1,STAVROTO FAUX,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
STEPHIDAMPELOS,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SULTANA MOSCATA = PIROVANO 75 SULTANINE,1,SULTANA MOSCATA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SULTANINA BIANCA,1,SULTANINA BIANCA DI RODI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SULTANINE BLANCHE,1,SULTANINE MONOCOCCO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SULTANINE MOSCATA,1,SULTANINE MONOCOCCO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SUMOLL TINTO,1,SUMOLL,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
SYLVANER VERDE,1,MADELEINE SYLVANER,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
SZEREMI ZÖLD,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SZOELOESKERTEK KIRALYNOEJE,1,SZOELOESKERTEK KIRALYA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
SÉMILLON,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TAJKA E KUQE/TAJKA ROZE,1,TAJKA E KUQE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TAMJANIKA CRNA (MOSCATO ROSA),1,TAMJANIKA CRNA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TANA KOUZY,1,TANA KUZY,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TARRAGONÍ,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
