show_rows_5102550100250500_1,show_rows_5102550100250500_2,show_rows_5102550100250500_3,show_rows_5102550100250500_4,show_rows_5102550100250500_5,show_rows_5102550100250500_6,show_rows_5102550100250500_7,show_rows_5102550100250500_8,show_rows_5102550100250500_9,show_rows_5102550100250500_10,show_rows_5102550100250500_11,show_rows_5102550100250500_12,page_scraped,source_url
KARA KHALILI DAGESTANKII,NOIR,22042,TABLE GRAPE,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,191,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=191&r=passport%2Fresult&sort=kenn_nr
KARTLIS TETRI,BLANC,22043,WINE GRAPETABLE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,191,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=191&r=passport%2Fresult&sort=kenn_nr
Prime name,Color of berry skin,Variety number VIVC,Utilization,Country or region of origin of the variety,Species,Prime name of parent 1,Prime name of parent 2,Confirmed pedigree by markers,Breeder,Year of crossing,Accessions,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
,BLANCNOIRROUGEROSEGRISNOT SPECIFIED,,WINE GRAPETABLE GRAPERAISIN GRAPEROOTSTOCKNOT SPECIFIED,"NOT SPECIFIEDAFGHANISTANALBANIAALGERIAARGENTINAARMENIAARMENIA/AZERBAIJANARMENIA/GEORGIAASIAASIA MINORAUSTRALIAAUSTRIAAZERBAIJANBALKANBELGIUMBOSNIA AND HERZEGOWINABRAZILBULGARIACANADACAUCASUSCENTRAL ASIACHILECHINACOSTA RICACROATIACYPRUSCZECH REPUBLICDAGHESTANDALMATIENDENMARKEGYPTESTONIAEUROPEFRANCEFRANCE/GERMANYGEORGIAGERMANYGREECEHUNGARYINDIAINDONESIAIRANIRAQISRAELITALYJAPANJORDANKAZAKHSTANKOREAKYRGYZSTANLATVIALEBANONLITHUANIAMALTAMEXICOMOLDOVAMONTENEGROMOROCCONETHERLANDSNEW ZEALANDNORWAYPAKISTANPALESTINIAN TERRITORY, OCCUPIEDPERUPOLANDPORTUGALPORTUGAL/GERMANYPUERTO RICOREPUBLIC OF NORTHMACEDONIAROMANIARUSSIAN FEDERATIONSERBIASLOVAKIASLOVENIASLOVENIA/CROATIASOUTH AFRICASPAINSUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)SWITZERLANDSYRIAN ARAB REPUBLICTAIWAN, REPUBLIC OF CHINATAJIKISTANTUNISIATURKEYTURKMENISTANUKRAINEUNITED KINGDOMUNITED STATES OF AMERICAURUGUAYUZBEKISTANYEMENYUGOSLAVIA",,,,YESNO,,,Accessions,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KANDIDAT-1,BLANC,22044,WINE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KANICHELI,NOIR,22045,WINE GRAPETABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KARTULI MUSKATI,BLANC,22046,TABLE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,"Georgian Research Institute of Horticulture, Viticulture and Wine Making",,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KARZ MYOVJYU,ROSE,22047,RAISIN GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KECHI EMCHEKI CHERNYI,NOIR,22048,TABLE GRAPE,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KAPAZ,NOIR,22049,WINE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,TAVAVERI,KHINDOGNY,,Azerbaijanian Research Institute for Viticulture and Winemaking,1997,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KESI,BLANC,22050,,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHADI TUMUT,,22052,,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHALAJ,BLANC,22053,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHANYM GYOBEYI,ROSE,22054,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHANYMY,ROSE,22055,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHSOMI,,22056,,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHUNALIJ,BLANC,22057,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KHUNGENY,BLANC,22058,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KISI BALADI,,22059,,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KITSMAGARA,NOIR,22060,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KITSTSITELA,NOIR,22061,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KODA GROSSA,BLANC,22063,WINE GRAPE,MOLDOVA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KOLKHURI SHAVI,NOIR,22064,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KORTNULI,ROSE,22065,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KTSIA,,22066,WINE GRAPE,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KTSIA 40,ROSE,22067,,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KYOK KISHMISH,BLANC,22068,TABLE GRAPERAISIN GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KYURD UZUMU,NOIR,22069,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
KYURDEKHANY GARA SHANYSY,NOIR,22070,TABLE GRAPE,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
MAGARACH TEZ YETISHEN,NOIR,22072,TABLE GRAPE,UKRAINE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,,,192,https://www.vivc.de/index.php?PassportSearch%5Babstg_marker%5D=&PassportSearch%5Bchlorotyps%5D=&PassportSearch%5Bcolor%5D=&PassportSearch%5Bcountry%5D=&PassportSearch%5Bgattung_id2%5D=&PassportSearch%5Bgenotypedssr%5D=&PassportSearch%5Bgeschlechts%5D=&PassportSearch%5Bholdings%5D=&PassportSearch%5Bkenn_nr%5D=&PassportSearch%5Bkreuzungsjahrs%5D=&PassportSearch%5Bleitname%5D=&PassportSearch%5Bmutant%5D=&PassportSearch%5Btext%5D=&PassportSearch%5Butilization2%5D=&PassportSearch%5Bzuechternames%5D=&page=192&r=passport%2Fresult&sort=kenn_nr
